"from","to","edge_type"
"BAG6","IER3","sig_sig"
"PSMD2","DDX25","sig_sig"
"EEF1AKMT4","KCNIP4","sig_sig"
"CKAP2","XPO1","sig_sig"
"TXNL4A","UNK","sig_sig"
"PLXNA3","MAD2L1BP","receptor_sig"
"SNRPB2","SRRM1","sig_sig"
"GRB2","PNMA5","sig_sig"
"RPL3L","RPS27L","sig_sig"
"CDKN2D","INCA1","sig_sig"
"PPP1CC","SNAP23","sig_sig"
"HGS","SMAD2","sig_sig"
"UBC","MTM1","sig_sig"
"GHRHR","GNB2","receptor_sig"
"FAM49B","NIF3L1","sig_sig"
"SMC2","SOX2","sig_tf"
"KIAA1551","ATM","sig_sig"
"CSNK1D","PPP2R5A","sig_sig"
"HP","TMEM115","sig_sig"
"TRIM15","CTTN","sig_sig"
"HAUS5","YBX3","sig_tf"
"TLK2","AURKC","sig_sig"
"PRKACA","ACOX1","sig_sig"
"UBL4A","SLC25A4","sig_sig"
"C1QTNF2","P3H3","sig_sig"
"DCTN3","NR3C1","sig_tf"
"TRIM27","CDKL3","receptor_sig"
"KPNA2","CD3EAP","sig_sig"
"GTPBP4","P4HB","sig_sig"
"KRT38","YWHAG","sig_sig"
"GSK3B","APPL1","sig_sig"
"AURKB","PTPRJ","sig_sig"
"CDK9","INTS11","sig_sig"
"APC","PCNA","sig_sig"
"MED28","POLR2L","sig_sig"
"CLSPN","CDC45","sig_sig"
"ZMYM3","FOXG1","sig_tf"
"UBQLN4","HIST2H2AB","sig_sig"
"NCOA6","ZNF335","sig_tf"
"GFM1","MRPL20","sig_sig"
"UCHL5","PRDX1","sig_sig"
"GUF1","MAT2A","sig_sig"
"CAPN2","DUX4","sig_tf"
"DCAF6","EIF3D","sig_sig"
"ERBB2","EEF1G","receptor_sig"
"GOLM1","EMC3","sig_sig"
"ARPC3","MYH2","sig_sig"
"HAUS4","B9D2","sig_sig"
"COX2","PSMD4","sig_sig"
"PDE4C","PRKAG1","sig_sig"
"ANXA8","CDK1","sig_sig"
"NDUFA13","NDUFAF3","sig_sig"
"FLNA","PHLDB2","sig_sig"
"XRCC6","HTT","sig_sig"
"STX5","RABAC1","sig_sig"
"CALM3","TPT1","sig_sig"
"MAGOH","SRSF5","sig_sig"
"SLC7A1","SLC16A10","sig_sig"
"FLNA","ARRB1","sig_sig"
"ENO2","GFPT2","sig_sig"
"UBR5","CALR3","sig_sig"
"CKAP4","EWSR1","sig_sig"
"GOLGA2","TRIM44","sig_sig"
"DAD1","WFS1","sig_sig"
"GAL","CD1D","sig_sig"
"ITGA6","COL6A2","receptor_sig"
"TUFM","GMPPB","sig_sig"
"KIDINS220","CGRRF1","sig_sig"
"FBXO25","UBQLN1","sig_sig"
"CTNNB1","APC","sig_sig"
"NME3","GGT1","sig_sig"
"RAN","STAU1","sig_sig"
"UBB","POLE3","sig_sig"
"OTUB1","UBA1","sig_sig"
"TUBGCP4","TUBGCP6","sig_sig"
"AKR1B1","NT5C2","sig_sig"
"ACTR1A","CUL1","sig_sig"
"GNG3","PIK3CA","sig_sig"
"ORC2","TEAD2","sig_tf"
"FHOD1","NSUN5","sig_sig"
"ARF4","ASB14","sig_sig"
"EPHB1","TIAM1","receptor_sig"
"GNG2","GNAQ","sig_sig"
"EFHD2","ELAVL1","sig_sig"
"SERPINB5","PLS1","sig_sig"
"SUDS3","HDAC2","sig_sig"
"ZP3","B4GALT1","sig_sig"
"PIP5K1B","PPP2R5E","sig_sig"
"PHF6","PNO1","sig_sig"
"LRP1","SDC2","receptor_sig"
"CGB5","SRPRB","sig_sig"
"MCM5","HSF2","sig_tf"
"KCNJ10","TMED8","receptor_sig"
"GALNT14","MUC19","sig_sig"
"SYDE1","RHOF","sig_sig"
"SLC6A4","AKAP1","sig_sig"
"ETFA","JUN","sig_tf"
"CHCHD1","MRPS31","sig_sig"
"HIST1H3A","ASF1A","sig_sig"
"CHEK2","UBR4","sig_sig"
"MRPL3","GPSM1","sig_sig"
"NCBP2","DHX38","sig_sig"
"DLD","SRSF4","sig_sig"
"RAD51","RAD9A","sig_sig"
"DCUN1D1","LRRC41","sig_sig"
"WASHC3","RAB21","sig_sig"
"PTGES3","ARNT","sig_tf"
"CSNK1D","SMAD2","sig_sig"
"RAD9A","PRMT5","sig_sig"
"TTC23","BHLHE40","sig_tf"
"RANGAP1","RAB6A","sig_sig"
"PCGF1","B9D2","sig_sig"
"GNB4","CACNA1D","sig_sig"
"FBXL21","MYLIP","sig_sig"
"ARPC4","MMS19","sig_sig"
"MSI2","CCNB1","sig_sig"
"SOAT1","TCF4","sig_tf"
"LAMB1","PTK2","sig_sig"
"NOTCH3","PHB","receptor_sig"
"BUB1","PLK1","sig_sig"
"ITGB4","TRIP6","receptor_sig"
"VPS50","GALK1","sig_sig"
"PARP4","NUCB1","sig_sig"
"HSPD1","CCDC8","sig_sig"
"SYNJ1","ARPC1A","sig_sig"
"DCTN2","KIF4B","sig_sig"
"NOC2L","ADNP","sig_tf"
"UBE2D4","UBA52","sig_sig"
"EIF4ENIF1","ERF","sig_tf"
"CEP83","TCTN2","sig_sig"
"NOL6","EIF3G","sig_sig"
"MED6","PTBP1","sig_sig"
"TMOD3","CLTB","sig_sig"
"MCM2","PPP4R2","sig_sig"
"ELP1","SF3B4","sig_sig"
"PPM1A","XRCC5","sig_sig"
"PIK3R3","GRB2","sig_sig"
"PACS1","SNX24","sig_sig"
"RABL6","EMC10","sig_sig"
"ITM2B","B4GALNT1","sig_sig"
"EEF1A1","POLE2","sig_sig"
"GNG4","IGLV2-11","sig_sig"
"RPL3","RPL15","sig_sig"
"HIST1H2AD","BCL2","sig_sig"
"MRPS28","FBXW11","sig_sig"
"CRK","NVL","sig_sig"
"SLC8A2","SLC5A4","sig_sig"
"PIP5K1B","PPP2CA","sig_sig"
"PRKCE","ALDH2","sig_sig"
"ACAA1","ECHS1","sig_sig"
"MRPS12","MRPL21","sig_sig"
"CHMP2B","PDCD6IP","sig_sig"
"NEK2","KIF24","sig_sig"
"RPL13A","RPL32","sig_sig"
"RBM34","SYK","sig_sig"
"DNAJA2","NOS2","sig_sig"
"UBB","LRRK2","sig_sig"
"HNF1A","ETV2","sig_tf"
"TXLNA","NIN","sig_sig"
"HNRNPH2","LYST","sig_sig"
"VAV3","RAC1","sig_sig"
"TUBB6","WDR89","sig_sig"
"UBE2T","UBB","sig_sig"
"UNC5B","TMEM9","receptor_sig"
"MED13","MED11","sig_sig"
"MRPL44","MRPL1","sig_sig"
"SLC7A10","RPS2","sig_sig"
"BANF1","COX15","sig_sig"
"RELN","CRKL","sig_sig"
"LAMP2","RFC1","sig_sig"
"GAR1","ZMYM1","sig_sig"
"LNX2","MRFAP1L1","sig_sig"
"ALB","SACS","sig_sig"
"PPID","OAT","sig_sig"
"G3BP2","FXR2","sig_sig"
"EPHA5","PTPN3","receptor_sig"
"ATP6V1F","TCIRG1","sig_sig"
"PRLHR","SNTA1","receptor_sig"
"DYNC1H1","KATNA1","sig_sig"
"PSMD2","RANGAP1","sig_sig"
"LGALS8","SLC12A7","sig_sig"
"GFPT2","RRM2B","sig_sig"
"IGHV4-34","IGKV2-29","sig_sig"
"SULT1C3","HS3ST3A1","sig_sig"
"MAPK8","BIRC6","sig_sig"
"NMD3","RRS1","sig_sig"
"DDX18","DHX15","sig_sig"
"FBXL18","RBPMS","sig_sig"
"KPRP","NCK2","sig_sig"
"DDX46","TPM2","sig_sig"
"PAK4","AKT2","sig_sig"
"MAPKAPK3","HSPB1","sig_sig"
"SCML2","MCM4","sig_sig"
"UTP15","DIEXF","sig_sig"
"ATP6V1B1","NTHL1","sig_sig"
"IFT81","CSPP1","sig_sig"
"MTUS2","USP2","sig_sig"
"TES","HK2","sig_sig"
"FBXO9","FBXL19","sig_tf"
"USH1C","USH1G","sig_sig"
"GOLGA2","ZNF438","sig_tf"
"DDX1","UBA1","sig_sig"
"AP2M1","RUNDC3A","sig_sig"
"CENPX","REL","sig_tf"
"TUBE1","CCT6A","sig_sig"
"RTP3","OR2B2","sig_sig"
"RAB32","SRP54","sig_sig"
"USP22","TUBB6","sig_sig"
"TUBB3","CNOT7","sig_sig"
"YEATS2","TADA3","sig_sig"
"CSE1L","MAT1A","sig_sig"
"PPP1CA","VCP","sig_sig"
"ATP1B1","FXYD4","sig_sig"
"VIPR1","GNAI1","receptor_sig"
"RPL34","RPL6","sig_sig"
"CSN3","FBXW4","sig_sig"
"HSP90AA1","IGHV1-69","sig_sig"
"ELAVL1","CEBPG","sig_tf"
"RPL26L1","RPF1","sig_sig"
"PER1","PER2","sig_sig"
"RPS15A","RPS12","sig_sig"
"NUDCD2","NEK8","sig_sig"
"SIRT4","DBT","sig_sig"
"PRR20A","CREB1","sig_tf"
"YIPF4","YIF1A","sig_sig"
"IFT52","ANKRD55","sig_sig"
"ACTN1","DDX3X","sig_sig"
"HP","MVP","sig_sig"
"ANXA2","TES","sig_sig"
"SPINT1","CSNK1A1","sig_sig"
"STX1A","TXLNB","sig_sig"
"PDCD11","PRKAR1A","sig_sig"
"AGFG1","VAMP7","sig_sig"
"SPTAN1","NEDD8","sig_sig"
"ELL","ICE1","sig_sig"
"PCGF2","ATOH1","sig_tf"
"EDN3","PPARA","sig_tf"
"DPYSL2","PPP1CA","sig_sig"
"KRT86","KRT38","sig_sig"
"RRP12","VASP","sig_sig"
"GTF3C1","EED","sig_sig"
"TYRP1","SUCLA2","sig_sig"
"KANK2","NCOA3","sig_tf"
"MCM5","HNRNPC","sig_sig"
"PICALM","SQSTM1","sig_sig"
"CDC34","USP5","sig_sig"
"H2BFS","MYC","sig_tf"
"BCL7C","BCL7A","sig_sig"
"FBXO3","PTPDC1","sig_sig"
"GSN","PMEL","sig_sig"
"PSMA7","PPP2R5D","sig_sig"
"PLA2G1B","TRPA1","sig_sig"
"ARHGAP5","RHOT1","sig_sig"
"WDR83","CEP135","sig_sig"
"DPM1","EHHADH","sig_sig"
"MALT1","CEBPD","sig_tf"
"NTRK3","GAB1","receptor_sig"
"EHHADH","CLUH","sig_sig"
"NAALADL2","RTP2","sig_sig"
"NOSIP","ADRM1","sig_sig"
"PWP1","RPL7","sig_sig"
"PSMD12","PSMB4","sig_sig"
"ADRB2","GABBR2","receptor_sig"
"EPDR1","NF2","sig_sig"
"KIR2DS2","PPIB","sig_sig"
"POLR2C","SNRPD2","sig_sig"
"ARPC2","ARPC5L","sig_sig"
"CCDC88A","RNF2","sig_sig"
"PHOSPHO1","PTDSS2","sig_sig"
"IRF2BP1","QPRT","sig_sig"
"PDCD10","CCM2","sig_sig"
"MOV10","RARA","sig_tf"
"UBE2D2","DZIP3","sig_sig"
"VDAC1","HIST1H2BB","sig_sig"
"RBX1","SPOP","sig_sig"
"CORO6","MYO5A","sig_sig"
"PRDX2","RTCB","sig_sig"
"HDAC4","MARK1","sig_sig"
"SHC1","LCK","sig_sig"
"GHSR","SRC","receptor_sig"
"EIF4A3","ZC3H11A","sig_sig"
"USP10","NOP58","sig_sig"
"USP18","UBA52","sig_sig"
"COL9A1","VCL","sig_sig"
"PWP2","LSG1","sig_sig"
"UXT","CCNA2","sig_sig"
"TSN","UBA6","sig_sig"
"CSF3R","PRLR","receptor_sig"
"MAP3K5","PRKAB2","sig_sig"
"RBFOX2","DMRTB1","sig_tf"
"SCLT1","WASHC2A","sig_sig"
"LRCH1","SAV1","sig_sig"
"EIF3L","IGSF8","sig_sig"
"DES","PPP1R18","sig_sig"
"ATP6V0D1","ATP1B3","sig_sig"
"OR52K2","GNB1","sig_sig"
"ATP7B","HIF1A","sig_tf"
"SMAD2","DYNLRB1","sig_sig"
"SUMO1","POLR2B","sig_sig"
"FAM98A","SUMO3","sig_sig"
"HMGA2","NKX2-1","sig_tf"
"LTK","CDC25A","sig_sig"
"SPRY1","CBL","sig_sig"
"SAE1","UBE2E3","sig_sig"
"CRYAB","TRAPPC9","sig_sig"
"IL1RAP","IGHV4-39","receptor_sig"
"PNN","PNISR","sig_sig"
"DCAF6","FLNC","sig_sig"
"C1QBP","PRKCZ","sig_sig"
"TSPAN5","TMEM192","sig_sig"
"KCNG4","KCNB1","sig_sig"
"TUBB2B","ACTR3B","sig_sig"
"MTMR12","YWHAB","sig_sig"
"TRIM55","USP8","sig_sig"
"IGHG3","AKT3","sig_sig"
"TAF9","NFATC2","sig_tf"
"NONO","MYO3B","sig_sig"
"RBBP5","KDM1A","sig_sig"
"CYP2A6","ACSL5","sig_sig"
"PHB2","PCID2","sig_sig"
"TSPAN17","TYW1","sig_sig"
"NME1","C11orf68","sig_sig"
"EIF5A","PSMD1","sig_sig"
"MDN1","CUL7","sig_sig"
"DDA1","DCAF11","sig_sig"
"CSNK1E","SLC2A1","sig_sig"
"NPM1","SH3KBP1","sig_sig"
"TIMMDC1","ECSIT","sig_sig"
"UBE2G2","MRPL58","sig_sig"
"INSR","SMAP2","receptor_sig"
"ELL","LENG1","sig_sig"
"AIMP2","CCDC153","sig_sig"
"ACTN4","ALDOB","sig_sig"
"ENSA","SCCPDH","sig_sig"
"KPNA1","MSH4","sig_sig"
"HNRNPC","HNF4A","sig_tf"
"HSP90AA1","DNAJC7","sig_sig"
"PXN","WASF2","sig_sig"
"KLRG1","INPP5D","receptor_sig"
"FBXW8","GLMN","sig_sig"
"DDX52","GYS1","sig_sig"
"PSMC5","ERCC3","sig_sig"
"XBP1","ATF6B","sig_tf"
"HIST1H3E","LRIF1","sig_sig"
"LRCH3","CPEB4","sig_sig"
"ELOB","WDR82","sig_sig"
"DTNBP1","C19orf66","sig_sig"
"IP6K3","ELP3","sig_sig"
"SENP1","RGPD1","sig_sig"
"KALRN","NDEL1","sig_sig"
"HSPA1A","PAPOLA","sig_sig"
"MRPS17","MRPL58","sig_sig"
"SLC25A31","GUF1","sig_sig"
"GABRR3","SLC4A10","sig_sig"
"HSPD1","CUL3","sig_sig"
"WDR76","RPS18","sig_sig"
"RPTOR","DDB1","sig_sig"
"SPARC","STAB1","sig_sig"
"PPP1CB","DAPK3","sig_sig"
"RPS27","ETF1","sig_sig"
"RABEPK","VPS52","sig_sig"
"UTP15","HIST2H2AC","sig_sig"
"GFRA1","STAT4","receptor_tf"
"VPS28","MAD1L1","sig_sig"
"PDIA3","CNOT1","sig_sig"
"RPS19","RPL6","sig_sig"
"MIS18A","PCNT","sig_sig"
"MDM2","ACTN4","sig_sig"
"RASL10A","RHOA","sig_sig"
"FKBP4","TXLNG","sig_sig"
"TNIP1","CRKL","sig_sig"
"RDX","BRCA1","sig_sig"
"HNRNPUL2","HNRNPUL1","sig_sig"
"TNF","CAMSAP1","sig_sig"
"NIP7","TUBA1A","sig_sig"
"SLURP1","CHRNB2","sig_sig"
"MCM3","SCAF8","sig_sig"
"UBQLN4","IMMT","sig_sig"
"CNN3","G3BP1","sig_sig"
"CCR10","ANXA5","receptor_sig"
"COL4A3BP","RANGAP1","sig_sig"
"CCNDBP1","RRAD","sig_sig"
"EMC3","CEP63","sig_sig"
"UBE2D2","NACA2","sig_sig"
"SOAT1","PKP2","sig_sig"
"TRAF6","INPPL1","sig_sig"
"MGEA5","MAPK3","sig_sig"
"CLIP1","GSTM3","sig_sig"
"BMPR1B","SQSTM1","receptor_sig"
"DDX24","DDX54","sig_sig"
"PSMB7","NFKB2","sig_tf"
"STX5","DDX54","sig_sig"
"SLC7A9","SLC2A1","sig_sig"
"KHSRP","HNRNPD","sig_sig"
"ATXN1","METTL27","sig_sig"
"GGA1","LIX1L","sig_sig"
"PPP4R2","PPP4C","sig_sig"
"WDR36","IDH3B","sig_sig"
"CNOT1","DDX6","sig_sig"
"GRIPAP1","EXOC1","sig_sig"
"PPWD1","DDX6","sig_sig"
"IPO4","ATP6V0D2","sig_sig"
"FDX1","NR4A2","sig_tf"
"TUBB4A","RUVBL2","sig_sig"
"SF3B2","ADRM1","sig_sig"
"EIF2S2","EIF3I","sig_sig"
"EGFR","SHC3","receptor_sig"
"ATP1A2","CHRNB2","sig_sig"
"SSRP1","TAB2","sig_sig"
"KRT78","MAP1LC3B","sig_sig"
"SCAF8","XPC","sig_sig"
"C3orf52","LMNA","sig_sig"
"TLN2","SGO2","sig_sig"
"SMC3","RPL37A","sig_sig"
"SKP1","MCM5","sig_sig"
"MCM7","HIST1H2AJ","sig_sig"
"RCN1","CERS2","sig_sig"
"HSPA1A","NARFL","sig_sig"
"MAEA","UBC","sig_sig"
"XPO1","KIF2A","sig_sig"
"RDH14","COQ9","sig_sig"
"PSMD4","PSMB3","sig_sig"
"FATE1","CCDC155","sig_sig"
"ITGA2","COL4A3","receptor_sig"
"ERLIN2","TXK","sig_sig"
"TAF9","TAF4","sig_sig"
"TPM4","SKP2","sig_sig"
"PSKH1","XAB2","sig_sig"
"ACTN4","LZTS3","sig_sig"
"TBL2","MYC","sig_tf"
"IGKV3-11","SH3KBP1","sig_sig"
"TRIM69","ASNS","sig_sig"
"EMX2","EMX1","sig_tf"
"BRMS1","HIST1H2BD","sig_sig"
"TRIM25","HSPA1A","sig_sig"
"MAT2A","CFL1","sig_sig"
"GNG3","KCNJ5","sig_sig"
"PDCD6IP","TSG101","sig_sig"
"EXOSC4","SKIV2L","sig_sig"
"UBB","NUDC","sig_sig"
"CNOT3","GPX1","sig_sig"
"P3H1","FXR1","sig_sig"
"AADAT","CS","sig_sig"
"FKBP1B","RASGRF1","receptor_sig"
"DLD","IVD","sig_sig"
"RPS6","RPL19","sig_sig"
"BORCS8","RAB9A","sig_sig"
"ADRM1","SLC2A4","sig_sig"
"HIST1H2AJ","TBL3","sig_sig"
"NR0B2","TYK2","sig_sig"
"SENP2","ARL6IP1","sig_sig"
"BCLAF1","MTA3","sig_sig"
"WDR33","CPSF3","sig_sig"
"AGO3","AGO4","sig_sig"
"NOS3","TXNDC11","sig_sig"
"MGRN1","DUSP6","receptor_sig"
"VCP","MAP2K1","sig_sig"
"NUP35","SRSF4","sig_sig"
"CPA4","GMCL1","sig_sig"
"ATXN1","ZNF804A","sig_tf"
"DMD","KRT8","sig_sig"
"SH3BP4","LRFN1","sig_sig"
"C1QB","C1S","sig_sig"
"SRPK2","CKAP4","sig_sig"
"TXN","GAPDHS","sig_sig"
"COPS5","RAD9A","sig_sig"
"TXLNA","TBK1","sig_sig"
"FXR1","ALDH2","sig_sig"
"TOX4","WDR82","sig_sig"
"EXOC4","ATG5","sig_sig"
"CLIC1","NRDC","sig_sig"
"CLCN2","FHL3","sig_sig"
"HIST1H2AK","PRKAR1B","sig_sig"
"TBL1Y","EMD","sig_sig"
"RBM15B","CDC23","sig_sig"
"SQSTM1","MTUS2","sig_sig"
"POLR2F","HIST1H4D","sig_sig"
"PDHB","AACS","sig_sig"
"SHC1","IGLV3-19","sig_sig"
"PTK2B","LIMS2","receptor_sig"
"PRKCH","STAT6","sig_tf"
"EED","PSMD6","sig_sig"
"PFKFB3","GNPDA1","sig_sig"
"SESTD1","MLH1","sig_sig"
"TP53","YBX1","sig_tf"
"IGKV2D-28","CBL","sig_sig"
"BCAR3","PRDM14","sig_tf"
"RNPS1","PCBP1","sig_sig"
"YWHAZ","UCP3","sig_sig"
"HSP90AA1","ENC1","sig_sig"
"CAD","VDAC1","sig_sig"
"TUBB1","ALDH1A1","sig_sig"
"FANCL","UBB","sig_sig"
"GRB2","PHACTR2","sig_sig"
"AVL9","ACD","sig_sig"
"ACVR1B","SMAD4","receptor_tf"
"UBE2U","TRIM68","sig_sig"
"PRKCZ","GRK2","sig_sig"
"SMURF1","UNKL","sig_sig"
"MYO6","STRAP","sig_sig"
"ARMC6","FBXW11","sig_sig"
"GID8","DLG5","sig_sig"
"BRCC3","FANCA","sig_sig"
"JARID2","SETDB1","sig_tf"
"CKAP4","YIPF5","sig_sig"
"SKP1","GIT1","sig_sig"
"PIAS1","UBA52","sig_sig"
"SF3B2","PABPN1","sig_sig"
"RBM28","CHD1","sig_sig"
"NINL","NME7","sig_sig"
"RCC1","NUP155","sig_sig"
"STUB1","GUCY1A2","sig_sig"
"PTCH2","ACVR1C","receptor_sig"
"NUP188","MDM2","sig_sig"
"PPT1","PRDX1","sig_sig"
"ORC2","SYMPK","sig_sig"
"VAV1","INPPL1","sig_sig"
"IFT20","HERC2","sig_sig"
"MRPL51","OXA1L","sig_sig"
"GIGYF1","YWHAB","sig_sig"
"TRPC5","TRPC3","sig_sig"
"NUDT10","ACSM4","sig_sig"
"DDX42","POLR2I","sig_sig"
"TPO","PRDX5","sig_sig"
"HNRNPC","ZNF416","sig_tf"
"RRBP1","RPL27","receptor_sig"
"EME1","BLM","sig_sig"
"CASP7","VCP","sig_sig"
"SART3","PCBP3","sig_sig"
"CAMK2B","FXYD6","sig_sig"
"EIF3G","EIF5A2","sig_sig"
"PAK1","MAP3K5","sig_sig"
"DPPA4","CUL4A","sig_sig"
"NKAIN3","SLC5A1","sig_sig"
"TNKS1BP1","TSG101","sig_sig"
"DERL1","DGKG","receptor_sig"
"CACNA1A","MAP1B","sig_sig"
"PTPN6","IL3RA","receptor_sig"
"ACTB","ENO3","sig_sig"
"VEGFA","GSR","sig_sig"
"STX12","RAB1B","sig_sig"
"NCOR1","RUNX1","sig_tf"
"NOMO1","CHTOP","sig_sig"
"SND1","CAND1","sig_sig"
"PIGW","PDHB","sig_sig"
"TIMM50","HDAC6","sig_sig"
"COPE","RARA","sig_tf"
"CAMK1D","ALDH1A3","sig_sig"
"TXNL4A","PDCD7","sig_sig"
"SERPINB4","SUSD3","sig_sig"
"HYOU1","ILVBL","sig_sig"
"SUCLA2","L3MBTL1","sig_tf"
"AMBN","BGN","sig_sig"
"SET","PSMD13","sig_sig"
"PJA1","SMAD3","sig_tf"
"MCC","C11orf58","receptor_sig"
"RPS14","RPL11","sig_sig"
"IL2RA","MAPK14","receptor_sig"
"GRIN1","TUBA3C","receptor_sig"
"RPS27A","RALBP1","sig_sig"
"KIAA2013","ATP6V0A1","sig_sig"
"CASP3","ATG4D","sig_sig"
"ABI1","BRK1","sig_sig"
"NASP","FTSJ1","sig_sig"
"ABCC2","TUBB3","sig_sig"
"UNK","PTP4A1","sig_sig"
"CBL","FYB1","sig_sig"
"DNMT3L","FNTB","sig_sig"
"UPF3B","DHX16","sig_sig"
"HNRNPUL1","BUD31","sig_sig"
"MAP3K14","SND1","sig_sig"
"HRAS","PAPSS1","sig_sig"
"HCAR1","GNB3","receptor_sig"
"MTHFD1","DNAJA4","sig_sig"
"CEP170","PPP1CA","sig_sig"
"CXCL8","CHRNB4","sig_sig"
"SH3GL2","TERF1","sig_tf"
"HTR1E","GNB1","receptor_sig"
"ACTA1","EEF1A1","sig_sig"
"NUP88","SNRPB","sig_sig"
"PIK3R1","IGKV2-29","sig_sig"
"GRB2","RPL23","sig_sig"
"KANK3","RAB22A","sig_sig"
"EPHB4","DUSP7","receptor_sig"
"HSD3B1","HLTF","sig_sig"
"UBE2D3","DBN1","sig_sig"
"DLD","PMPCB","sig_sig"
"PTPN14","CSNK1D","sig_sig"
"MTOR","EPC2","sig_sig"
"RB1","CEBPA","sig_tf"
"TERF2IP","HMGN3","sig_tf"
"PACSIN3","SOS1","sig_sig"
"FXR2","CAMK2D","sig_sig"
"PRPF3","SRSF6","sig_sig"
"POLE","PCNA","sig_sig"
"ARHGEF39","RHOT1","sig_sig"
"LMO4","JAK2","sig_sig"
"PIAS1","IFI44L","sig_sig"
"LAMTOR3","MAP2K1","sig_sig"
"MERTK","DUSP6","receptor_sig"
"MYH10","ATP6V0A4","sig_sig"
"WDR3","SRP72","sig_sig"
"YWHAQ","CABIN1","sig_sig"
"HIST1H2AH","IMP3","sig_sig"
"KIF2C","NUP98","sig_sig"
"ADRA1B","KRT16","receptor_sig"
"TERT","NOP10","sig_sig"
"XPO1","DVL3","sig_sig"
"VPS36","RILP","sig_sig"
"TOP3A","RFC5","sig_sig"
"EIF4EBP1","DNAH9","sig_sig"
"NCOA5","FUS","sig_sig"
"QRICH1","ENO1","sig_sig"
"ASB5","COMMD3","sig_sig"
"MCFD2","SEC22C","sig_sig"
"PSMC4","GNL3","sig_sig"
"XRN1","HIST1H2BB","sig_sig"
"FAR1","ALDH3A1","sig_sig"
"BRSK2","GBF1","sig_sig"
"BAX","BNIPL","sig_sig"
"IFT74","KIFAP3","sig_sig"
"CYP19A1","HOXB9","sig_tf"
"MDM2","UBE2E2","sig_sig"
"FBXW7","GSK3B","sig_sig"
"U2AF1","SNRPD1","sig_sig"
"HIST1H3A","IDH3A","sig_sig"
"DPH5","AHCYL1","sig_sig"
"IL7R","RAB5A","receptor_sig"
"BRCA2","HMG20B","sig_tf"
"EXOSC2","PRKAA1","sig_sig"
"KRT2","COPS5","sig_sig"
"FGF1","GPC3","sig_sig"
"PRRC2A","EIF3H","sig_sig"
"TMED1","CREB5","sig_tf"
"C2CD3","HSP90AA1","sig_sig"
"RUVBL2","MAP3K14","sig_sig"
"FAM161A","STX11","sig_sig"
"ARHGEF35","RHOC","sig_sig"
"LDHD","ZKSCAN1","sig_tf"
"EIF3D","EIF3G","sig_sig"
"SSRP1","SF3B1","sig_sig"
"CS","OTC","sig_sig"
"CDCA7L","STX11","sig_sig"
"NMT1","RRP12","sig_sig"
"NOS2","ELOB","sig_sig"
"WDR59","FOXC1","sig_tf"
"SRSF4","DHX38","sig_sig"
"SF3B1","DHX9","sig_sig"
"TMEM173","DDOST","sig_sig"
"KRT20","KRT79","sig_sig"
"STIL","TCHP","sig_sig"
"CACNA2D2","DCD","sig_sig"
"DNM1L","MFN1","sig_sig"
"ABCC11","ALB","sig_sig"
"CLTB","HIP1R","sig_sig"
"SLC7A2","SLC27A5","sig_sig"
"UBAP1","VPS28","sig_sig"
"NAMPT","AGR2","sig_sig"
"OTUB1","SMAD9","sig_tf"
"FGF18","LRRFIP1","sig_sig"
"NUP98","IPO8","sig_sig"
"CLTA","SPTBN1","sig_sig"
"AP1S2","AAGAB","sig_sig"
"KIF20B","CBX6","sig_sig"
"PRMT1","HIST2H4A","sig_sig"
"DDB2","PCNA","sig_sig"
"NHP2","RSRC2","sig_sig"
"USO1","DYNC1LI2","sig_sig"
"SMC4","GYS1","sig_sig"
"INSR","PTPN1","receptor_sig"
"EGFR","PEX19","receptor_sig"
"HTR3A","CPNE6","sig_sig"
"LSM6","SF3B3","sig_sig"
"IL20RB","ZDHHC9","receptor_sig"
"WAPL","CLIP1","sig_sig"
"CACNG6","CACNB4","sig_sig"
"DCUN1D4","DCAF8","sig_sig"
"RBM28","BET1","sig_sig"
"TNNT1","MYOM2","sig_sig"
"GOLGA6L9","FXN","sig_sig"
"PEX13","ACOT8","sig_sig"
"LPL","ST3GAL5","sig_sig"
"HGS","TUBB","sig_sig"
"EED","RRP7A","sig_sig"
"RAD52","RFWD3","sig_sig"
"SNRPA","RBMX","sig_sig"
"JAK1","PRMT5","sig_sig"
"LRCH4","AHR","sig_tf"
"RTP4","OR6N1","sig_sig"
"RUVBL2","GYS1","sig_sig"
"VANGL1","FBXW11","sig_sig"
"MYL6B","RTCB","sig_sig"
"FEM1B","HNF4A","sig_tf"
"GNA13","PRKAR2A","sig_sig"
"RPS19","VDAC3","sig_sig"
"MIA3","COG6","sig_sig"
"SIL1","TMED9","sig_sig"
"TRIM26","FBF1","sig_sig"
"PPP1CA","LIMA1","sig_sig"
"COX2","KDELR1","sig_sig"
"RB1CC1","ULK1","sig_sig"
"NAB2","SMARCD1","sig_sig"
"EEF1A1","RPL9P8","sig_sig"
"CCND1","CDK3","sig_sig"
"RPL27","GSPT2","sig_sig"
"CPSF2","SPIDR","sig_sig"
"SYP","TMX1","sig_sig"
"VHL","HDAC4","sig_sig"
"SRSF2","EHBP1","sig_sig"
"CEP70","RCOR3","sig_sig"
"CPSF3","SNRPE","sig_sig"
"PLK1","IRS1","sig_sig"
"ADCY9","GNAT3","sig_sig"
